"stepOne_Param","stepOneTwo_Param","stepTwoTwo_Param","rewards_Param","stepOneChoice","stepTwoChoice","reward","rewardProbabilities","isHighProbOne","isHighProbTwo","trial_type","trial_index","time_elapsed","internal_node_id"
"[0,1]","[0,1]","[0,1]","[true,false,true,true]","1","0","true","[0.6179328803608405,0.29335851650498224,0.6880902371217452,0.5504391639578559]","true","false","dawsTwoStep","101","268318","0.0-101.0"
"[0,1]","[1,0]","[3,2]","[false,false,true,true]","1","2","true","[0.5957131684736235,0.29536703126417796,0.6614804778338933,0.5313441131255578]","true","true","dawsTwoStep","102","270569","0.0-102.0"
"[1,0]","[1,0]","[3,2]","[false,false,true,true]","1","3","true","[0.6319883465965958,0.3024187399920817,0.6226146100418939,0.5683998127410774]","true","true","dawsTwoStep","103","273898","0.0-103.0"
"[0,1]","[0,1]","[0,1]","[false,true,true,false]","0","1","true","[0.6428820396257787,0.28297775642574885,0.6324598892250214,0.5602850171106412]","true","false","dawsTwoStep","104","276183","0.0-104.0"
"[0,1]","[0,1]","[3,2]","[false,true,false,false]","1","3","false","[0.6576261413194666,0.33524822985280783,0.6242518073367155,0.5380389576042492]","true","true","dawsTwoStep","105","278793","0.0-105.0"
"[1,0]","[0,1]","[3,2]","[true,true,false,false]","0","1","true","[0.6748272044647501,0.31650121498991246,0.606308598343902,0.5163548528851399]","true","true","dawsTwoStep","106","280996","0.0-106.0"
"[0,1]","[1,0]","[1,0]","[false,false,false,true]","0","1","false","[0.6593497113336083,0.29567468318711615,0.6544947698886786,0.5419471928346029]","true","false","dawsTwoStep","107","283403","0.0-107.0"
"[1,0]","[1,0]","[2,3]","[true,false,false,true]","1","3","true","[0.6451856772373907,0.3259894125923104,0.6686630918330584,0.5851918736481629]","true","true","dawsTwoStep","108","285863","0.0-108.0"
"[1,0]","[1,0]","[3,2]","[true,false,true,false]","0","1","false","[0.6384410636677802,0.3157871509904783,0.6709094888666555,0.592772567003992]","true","true","dawsTwoStep","109","288214","0.0-109.0"
"[0,1]","[3,2]","[0,1]","[false,false,true,true]","1","1","false","[0.6216267360055842,0.3037271751273412,0.679626541902807,0.6082016462543257]","false","false","dawsTwoStep","110","290513","0.0-110.0"
"[1,0]","[2,3]","[3,2]","[true,false,true,true]","1","3","true","[0.5845875795596356,0.3072364703193414,0.6408860713866098,0.6119977245221686]","false","true","dawsTwoStep","111","292985","0.0-111.0"
"[1,0]","[3,2]","[3,2]","[true,false,false,false]","1","2","false","[0.5867490466288647,0.27866068335445976,0.649678583528862,0.67668288515994]","false","true","dawsTwoStep","112","295143","0.0-112.0"
"[1,0]","[0,1]","[0,1]","[true,false,true,true]","0","0","true","[0.5906809255505604,0.25680751479019986,0.6604264969481783,0.6834935198726703]","true","false","dawsTwoStep","113","297741","0.0-113.0"
"[1,0]","[0,1]","[2,3]","[true,false,false,true]","0","1","false","[0.5583628228499768,0.28181603179179376,0.642516073430573,0.6662948389998048]","true","true","dawsTwoStep","114","300131","0.0-114.0"
"[0,1]","[0,1]","[3,2]","[true,false,true,false]","0","0","true","[0.5091396654670406,0.3094036762105977,0.6193408468758764,0.6751396409863842]","true","true","dawsTwoStep","115","302856","0.0-115.0"
