"stepOne_Param","stepOneTwo_Param","stepTwoTwo_Param","rewards_Param","stepOneChoice","stepTwoChoice","reward","rewardProbabilities","isHighProbOne","isHighProbTwo","trial_type","trial_index","time_elapsed","internal_node_id"
"[0,1]","[3,2]","[1,0]","[true,false,true,false]","1","0","true","[0.5967924136455741,0.5743864823651071,0.6476349421518988,0.5341181101263023]","false","false","dawsTwoStep","88","240064","0.0-88.0"
"[1,0]","[0,1]","[3,2]","[true,true,true,true]","0","0","true","[0.6074479852032955,0.584392395381533,0.6225136860023062,0.5524464330512848]","true","true","dawsTwoStep","89","242597","0.0-89.0"
"[0,1]","[1,0]","[1,0]","[true,false,false,false]","1","0","true","[0.638705367500885,0.5986958489750974,0.5915541492942765,0.5306301607738924]","true","false","dawsTwoStep","90","244990","0.0-90.0"
"[1,0]","[0,1]","[0,1]","[false,true,true,false]","0","0","false","[0.6399075247370264,0.6498302944758992,0.6098638791830455,0.529017656940421]","true","false","dawsTwoStep","91","247305","0.0-91.0"
"[0,1]","[0,1]","[3,2]","[true,true,false,true]","1","2","false","[0.6304943899784827,0.6688268082192517,0.6018395830483312,0.491717489586672]","true","true","dawsTwoStep","92","249680","0.0-92.0"
"[0,1]","[3,2]","[2,3]","[false,false,false,false]","1","2","false","[0.6290484040434213,0.6388312587282736,0.6320116881877483,0.48106638764377474]","false","true","dawsTwoStep","93","251660","0.0-93.0"
"[1,0]","[2,3]","[0,1]","[true,true,false,false]","0","3","false","[0.5952611435953848,0.6504669072260257,0.6502020680889364,0.4538313131960828]","false","false","dawsTwoStep","94","254059","0.0-94.0"
"[0,1]","[1,0]","[0,1]","[true,true,true,true]","1","0","true","[0.6036316808218701,0.5868334658781524,0.6547260248441705,0.47789727593180326]","true","false","dawsTwoStep","95","256511","0.0-95.0"
"[0,1]","[0,1]","[2,3]","[true,false,true,false]","1","2","true","[0.5896827583735623,0.6061974719411658,0.6124230276849165,0.4549447318150122]","true","true","dawsTwoStep","96","258849","0.0-96.0"
"[1,0]","[2,3]","[2,3]","[false,true,true,false]","0","3","false","[0.5626720450386506,0.5515768278697941,0.674126260597767,0.4422608833148402]","false","true","dawsTwoStep","97","261121","0.0-97.0"
"[0,1]","[2,3]","[2,3]","[true,true,true,true]","1","2","true","[0.5315542368636373,0.561000697790225,0.677463907791514,0.3971894633954854]","false","true","dawsTwoStep","98","263293","0.0-98.0"
"[1,0]","[2,3]","[3,2]","[true,false,true,false]","0","2","true","[0.5167153282438133,0.5748897108611205,0.6614022651614762,0.40499813144952274]","false","true","dawsTwoStep","99","265576","0.0-99.0"
"[1,0]","[0,1]","[1,0]","[true,false,false,true]","0","0","true","[0.5181067481559181,0.5610341223009115,0.6619485782084852,0.421635234465051]","true","false","dawsTwoStep","100","268119","0.0-100.0"
"[0,1]","[1,0]","[3,2]","[true,false,true,false]","1","3","false","[0.5264433991633115,0.5269179105267374,0.701497797364844,0.40086526346214557]","true","true","dawsTwoStep","101","270431","0.0-101.0"
"[0,1]","[1,0]","[0,1]","[true,false,false,false]","1","1","false","[0.5645394373969104,0.517849581305623,0.722836617387349,0.3740068159112994]","true","false","dawsTwoStep","102","272648","0.0-102.0"
"[0,1]","[1,0]","[3,2]","[false,false,true,false]","1","3","false","[0.5593444330724424,0.5304117066213394,0.6951134090757259,0.3630071530092484]","true","true","dawsTwoStep","103","275101","0.0-103.0"
"[1,0]","[1,0]","[2,3]","[true,true,true,false]","0","1","true","[0.6093497145394193,0.5095424010274893,0.6787454387591115,0.34972234777326283]","true","true","dawsTwoStep","104","277927","0.0-104.0"
"[1,0]","[0,1]","[2,3]","[false,true,true,false]","0","0","false","[0.6282701665808308,0.5159733123919622,0.6840001779879722,0.3572640555975709]","true","true","dawsTwoStep","105","280310","0.0-105.0"
"[1,0]","[0,1]","[0,1]","[true,true,true,false]","0","0","true","[0.6645411145274143,0.5375969497278354,0.7173742373576131,0.3262113509864115]","true","false","dawsTwoStep","106","283175","0.0-106.0"
"[0,1]","[0,1]","[3,2]","[false,false,true,false]","1","3","false","[0.6133599403269056,0.5245051843264096,0.7333930738463185,0.31636857014614467]","true","true","dawsTwoStep","107","285328","0.0-107.0"
"[1,0]","[3,2]","[0,1]","[false,false,true,false]","0","3","false","[0.6128334044089142,0.5392115011665171,0.75,0.3074841750242665]","false","false","dawsTwoStep","108","287869","0.0-108.0"
"[1,0]","[1,0]","[3,2]","[true,true,true,true]","0","1","true","[0.6107500271121488,0.5446261297047273,0.75,0.3070156391902927]","true","true","dawsTwoStep","109","290015","0.0-109.0"
"[0,1]","[3,2]","[2,3]","[false,false,true,false]","1","3","false","[0.5642344800664558,0.5147475030105487,0.7335678410135796,0.30080528439759824]","false","true","dawsTwoStep","110","292560","0.0-110.0"
"[1,0]","[2,3]","[3,2]","[true,true,true,false]","0","3","false","[0.5600954543424618,0.5054076335489815,0.749763096013531,0.31950875951583096]","false","true","dawsTwoStep","111","294762","0.0-111.0"
"[1,0]","[1,0]","[1,0]","[false,false,false,false]","0","1","false","[0.6018240590463282,0.47619070995237633,0.75,0.27574585734274815]","true","false","dawsTwoStep","112","297021","0.0-112.0"
"[1,0]","[2,3]","[3,2]","[false,false,true,false]","0","3","false","[0.5961514200489054,0.4676666754854207,0.75,0.3171404850837412]","false","true","dawsTwoStep","113","299229","0.0-113.0"
"[1,0]","[1,0]","[1,0]","[true,false,true,false]","0","1","false","[0.5938988951925845,0.4288244639381983,0.75,0.3430681007457186]","true","false","dawsTwoStep","114","301826","0.0-114.0"
"[0,1]","[0,1]","[2,3]","[false,true,true,true]","1","3","true","[0.6220543027440395,0.4362521688398171,0.75,0.3659312113594084]","true","true","dawsTwoStep","115","304324","0.0-115.0"
"[1,0]","[0,1]","[3,2]","[false,false,true,true]","0","1","false","[0.6447121637057748,0.45015595401062714,0.75,0.40701577619564117]","true","true","dawsTwoStep","116","306854","0.0-116.0"
"[0,1]","[2,3]","[2,3]","[true,true,true,false]","1","2","true","[0.6572005551768401,0.45531186669093415,0.7049731585657847,0.42585901206323434]","false","true","dawsTwoStep","117","309328","0.0-117.0"
"[1,0]","[1,0]","[3,2]","[true,true,true,true]","0","1","true","[0.654268489203367,0.4326266271667158,0.7135300459617417,0.4618449659338238]","true","true","dawsTwoStep","118","311796","0.0-118.0"
"[1,0]","[3,2]","[3,2]","[true,true,true,false]","0","2","true","[0.5854934451872151,0.41298513339793363,0.7057612437273533,0.46427713990445896]","false","true","dawsTwoStep","119","314192","0.0-119.0"
"[1,0]","[0,1]","[3,2]","[true,false,false,true]","0","0","true","[0.5790679322293923,0.4082491113008304,0.6994643899677382,0.4728011754680116]","true","true","dawsTwoStep","120","316791","0.0-120.0"
"[0,1]","[1,0]","[2,3]","[true,true,false,false]","1","3","false","[0.5832999157946988,0.41059926174021466,0.6774704699282713,0.46041102030884606]","true","true","dawsTwoStep","121","319257","0.0-121.0"
"[1,0]","[0,1]","[2,3]","[true,true,true,false]","0","0","true","[0.5674484858065142,0.4132813119554782,0.6573616373570335,0.4568781176981673]","true","true","dawsTwoStep","122","321615","0.0-122.0"
"[0,1]","[0,1]","[0,1]","[true,true,true,false]","1","0","true","[0.5645996477162946,0.41178453567165524,0.6616082737223845,0.38238054115056747]","true","false","dawsTwoStep","123","323735","0.0-123.0"
